product_name,price,barcode,date,source_file,pyfooda_name,grams_in_name,llm_action
FAIREBEL 1/2 E,8.09,542502728002,2024-07-30,2024_07_30_b.csv,,,ignore
6X25CL JUPILER BAS,5.45,541022821134,2024-07-30,2024_07_30_b.csv,,,ignore
6X25CL JUPILER 0.6E,0.6,217000000081,2024-07-30,2024_07_30_b.csv,,,ignore
6X33CL SCHWEPPES M,6.59,312448018743,2024-07-30,2024_07_30_b.csv,,,ignore
PDT GRENAILLE 1KG,2.89,540011237842,2024-07-30,2024_07_30_b.csv,"Potatoes, raw, skin",1000.0,match
75 ROSE MONTAUR18R,5.99,330329290581,2024-07-30,2024_07_30_b.csv,"ROSE WATER, ROSE",,match
140G ROCK SALT,5.75,731131026797,2024-07-30,2024_07_30_b.csv,ROCK CANDY,140.0,match
TELLICHERRY PEPPER,5.55,731131026807,2024-07-30,2024_07_30_b.csv,PEPPER,,match
125G DLL CRAC A,1.95,871033801154,2024-07-30,2024_07_30_b.csv,,,ignore
BIO PITTEMIX 150G,4.65,542003641609,2024-07-30,2024_07_30_b.csv,,,ignore
DLL BIO CREME GLAC,5.39,540011365652,2024-07-30,2024_07_30_b.csv,ICE CREAM,,match
DLL BIO FT CREME G,5.39,540011365653,2024-07-30,2024_07_30_b.csv,CREAM,,match
DLL BIO CREME GLAC,5.39,540011365654,2024-07-30,2024_07_30_b.csv,ICE CREAM,,match
185G TORTIL CHILI,3.29,841007648176,2024-07-30,2024_07_30_b.csv,"TORTILLA CHIPS, CHILI",185.0,match
75G CHIPS POIS BIO,1.85,540011366773,2024-07-30,2024_07_30_b.csv,CHIPS,75.0,match
140G POUSE MIX,1.49,540011238574,2024-07-30,2024_07_30_b.csv,MIX,140.0,match
PDT GRENAILLE 1KG,2.89,540011237842,2024-07-30,2024_07_30_b.csv,"Potatoes, raw, skin",1000.0,match
JEUNE POUSE MIX,1.49,540011238574,2024-07-30,2024_07_30_b.csv,MIX,,match
ECHAUTES 500G,1.09,540011238009,2024-07-30,2024_07_30_b.csv,,,ignore
200GR EPINARD JEU,1.99,540011235182,2024-07-30,2024_07_30_b.csv,,,ignore
125G DLL CASSAVE,1.19,540011368464,2024-07-30,2024_07_30_b.csv,,,ignore
6X1L SANPELLEGRINO,5.25,800227004489,2024-07-30,2024_07_30_b.csv,SanPellegrino Pink Grapefruit Can 330ml,,match
MANGUE,0.0,2036,2024-07-30,2024_07_30_b.csv,MANGO,,match
2 X AVOCAT,4.38,540011954346,2024-07-30,2024_07_30_b.csv,"Avocado, raw",,match
4 X 1L APEROL,5.8,800223000001,2024-07-30,2024_07_30_b.csv,,,ignore
BIO BANANEN,2.59,40140716271,2024-07-30,2024_07_30_b.csv,"Banana, raw",,match
CAROTTES BIO,2.39,540011235900,2024-07-30,2024_07_30_b.csv,"Carrot, dehydrated",,match
POIVRONS ROUGES,0.91,2036,2024-07-30,2024_07_30_b.csv,"Pepper, banana, raw",,match
OLIVE DENOYA 130G,2.49,540011957834,2024-07-30,2024_07_30_b.csv,"OLIVE BRUSCHETTA, OLIVE",130.0,match
200GR HOUMOUS,2.19,540011238642,2024-07-30,2024_07_30_b.csv,,,ignore
200GR HOUMOUS,2.19,540011238642,2024-07-30,2024_07_30_b.csv,,,ignore
200G SCROCHI EP,2.29,871224722942,2024-07-30,2024_07_30_b.csv,EP CIABATTA ROLLS,200.0,match
TOMATE CERISE GRAP,4.49,540011958191,2024-07-30,2024_07_30_b.csv,"CHERRY TOMATO BRUSCHETTA, CHERRY TOMATO",,match
TOMATE CERISE GRAP,4.49,540011958191,2024-07-30,2024_07_30_b.csv,"CHERRY TOMATO BRUSCHETTA, CHERRY TOMATO",,match
JAMBON DEGRAISSE,3.85,2208132,2024-07-30,2024_07_30_b.csv,"Pork, cured, ham, patties, unheated",,match
JAMBON DEGRAISSE,3.85,2208132,2024-07-30,2024_07_30_b.csv,"Pork, cured, ham, patties, unheated",,match
MOUSSEL.POM.MATER,1.79,541004607005,2024-08-08,2024_08_08.csv,,,ignore
MOUSSEL.POM.MATER,1.79,541004607005,2024-08-08,2024_08_08.csv,,,ignore
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,"Avocados, raw, all commercial varieties",,match
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,"Avocados, raw, all commercial varieties",,match
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,"Avocados, raw, all commercial varieties",,match
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,"Avocados, raw, all commercial varieties",,match
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,"Avocados, raw, all commercial varieties",,match
FAIREBEL 1/2 E,8.09,542502728002,2024-08-08,2024_08_08_b.csv,,,ignore
VEET CREME DEP.JAM,11.09,305994800706,2024-08-08,2024_08_08_b.csv,,,ignore
HGK RCH PG MCH,4.95,8735273,2024-08-08,2024_08_08_b.csv,,,ignore
HG DETACH SPEC 1,4.19,8730053,2024-08-08,2024_08_08_b.csv,,,ignore
HG DETACH SPEC 7,4.19,8730454,2024-08-08,2024_08_08_b.csv,,,ignore
BOKMAAN DET. SANG,3.49,400845521211,2024-08-08,2024_08_08_b.csv,,,ignore
NECTARINE BLANCHE,4.95,2595,2024-08-08,2024_08_08_b.csv,"TOPS, NECTARINE HALVES",,match
UDON NOUILLES,3.99,400235901984,2024-08-08,2024_08_08_b.csv,UDON NOODLES,,match
UDON NOUILLES,3.99,400235901984,2024-08-08,2024_08_08_b.csv,UDON NOODLES,,match
UDON NOUILLES,3.99,400235901984,2024-08-08,2024_08_08_b.csv,UDON NOODLES,,match
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-08,2024_08_08_b.csv,,,ignore
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-08,2024_08_08_b.csv,,,ignore
SAUCISSE P&V,3.44,2040889030446,2024-08-08,2024_08_08_b.csv,"Sausage, pork and turkey, pre-cooked",,match
SAUCISSE P&V,3.67,2040889033673,2024-08-08,2024_08_08_b.csv,"Sausage, pork and turkey, pre-cooked",,match
SAUCISSE P&V,4.01,2040889004014,2024-08-08,2024_08_08_b.csv,"Sausage, pork and turkey, pre-cooked",,match
SAUCISSE P&V,3.69,2040889000369,2024-08-08,2024_08_08_b.csv,"Sausage, pork and turkey, pre-cooked",,match
6PC POMME PINK LAD,3.99,5411474004141,2024-08-08,2024_08_08_b.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
6PC POMME PINK LAD,3.99,5411474004141,2024-08-08,2024_08_08_b.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
100GR JEUNES POUSS,1.19,540011234673,2024-08-08,2024_08_08_b.csv,,,ignore
MANGUE,2.19,540011954346,2024-08-08,2024_08_08_b.csv,MANGO,,match
MANGUE,2.19,540011954346,2024-08-08,2024_08_08_b.csv,MANGO,,match
100GR JEUNES POUSS,1.19,540011234673,2024-08-08,2024_08_08_b.csv,,,ignore
125GR MESCLUN,1.99,540011236283,2024-08-08,2024_08_08_b.csv,MESCLUN GOAT CHEESE SALAD,125.0,match
125GR MESCLUN,1.99,540011236283,2024-08-08,2024_08_08_b.csv,MESCLUN GOAT CHEESE SALAD,125.0,match
TOMATE CERISE GRAP,4.49,540011958191,2024-08-08,2024_08_08_b.csv,"CHERRY TOMATO BRUSCHETTA, CHERRY TOMATO",,match
TOMATE CERISE GRAP,4.49,540011958191,2024-08-08,2024_08_08_b.csv,"CHERRY TOMATO BRUSCHETTA, CHERRY TOMATO",,match
VEET MINIMA VISAGE,11.89,3059948003393,2024-08-08,2024_08_08_b.csv,,,ignore
BIO BANANEN,2.59,401407169271,2024-08-08,2024_08_08_b.csv,"Banana, raw",,match
BIO BANANEN,2.59,401407169271,2024-08-08,2024_08_08_b.csv,"Banana, raw",,match
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-08,2024_08_08_b.csv,,,ignore
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-28,2024_08_28.csv,,,ignore
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-28,2024_08_28.csv,,,ignore
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-28,2024_08_28.csv,,,ignore
SPINAZIE 450GR,2.6,541091429503,2024-08-28,2024_08_28.csv,SPINACH,450.0,match
BECKMANN D. FRUITS,3.65,400845552121,2024-08-28,2024_08_28.csv,MIXED FRUIT,,match
BECKMANN D.GRAISSE,3.49,400845552122,2024-08-28,2024_08_28.csv,,,ignore
ROSENET PURE PORC,1.99,540011272310,2024-08-28,2024_08_28.csv,,,ignore
JAMBON PARME,3.45,540011958884,2024-08-28,2024_08_28.csv,"Pork, cured, ham, patties, unheated",,match
JAMBON CUIT AU FOU,4.17,2258760004174,2024-08-28,2024_08_28.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.2,2258760,2024-08-28,2024_08_28.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.17,2258760,2024-08-28,2024_08_28.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.17,2258760,2024-08-28,2024_08_28.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
HACHIS PORC-VEAU,5.42,2040840005420,2024-08-28,2024_08_28.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,5.48,2040840005481,2024-08-28,2024_08_28.csv,"VEAL DUMPLINGS, VEAL",,match
MINI BURGER ANGUS,6.29,540011960564,2024-08-28,2024_08_28.csv,MINI ANGUS CHEESEBURGERS,,match
VOLAILLE/GIBIER,6.29,2223760007739,2024-08-28,2024_08_28.csv,,,ignore
AIGUILLETTE DINDE,7.73,2223760,2024-08-28,2024_08_28.csv,"Turkey, whole, breast, meat only, raw",,match
AIGUILLETTE DINDE,7.37,2223760007371,2024-08-28,2024_08_28.csv,"Turkey, whole, breast, meat only, raw",,match
PATE A PIZZA,1.09,540011900827,2024-08-28,2024_08_28.csv,"PIZZA CRUST, PIZZA",,match
PATE A PIZZA,1.09,540011900827,2024-08-28,2024_08_28.csv,"PIZZA CRUST, PIZZA",,match
ROSEIF,20.32,204007,2024-08-28,2024_08_28.csv,"SLOW ROASTED BEEF, SLOW ROASTED",,match
CARPACCIO,5.07,204356,2024-08-28,2024_08_28.csv,"BRESAOLA DRY-CURED BEEF, BRESAOLA",,match
CARPACCIO,4.41,204356,2024-08-28,2024_08_28.csv,"BRESAOLA DRY-CURED BEEF, BRESAOLA",,match
LINDT EXCELLENCE,2.33,304652002836,2024-08-28,2024_08_28.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
MOZZARELLA MAXI,2.85,800043013526,2024-08-28,2024_08_28.csv,MOZZARELLA,,match
MOZZARELLA MAXI,2.85,800043013526,2024-08-28,2024_08_28.csv,MOZZARELLA,,match
MOZZARELLA MAXI,2.85,800043013526,2024-08-28,2024_08_28.csv,MOZZARELLA,,match
AVOCAT,1.45,540011956924,2024-08-28,2024_08_28.csv,"Avocados, raw, all commercial varieties",,match
MANGUE,2.19,540011954346,2024-08-28,2024_08_28.csv,MANGO,,match
SAN MARZANO,3.99,401407169271,2024-08-28,2024_08_28.csv,"tomatoes, crushed, canned, salt added",,match
NECTARINE JAUNE,3.39,2958,2024-08-28,2024_08_28.csv,"TOPS, NECTARINE HALVES",,match
DAONNE ACT FRAISES,2.49,541014641777,2024-08-28,2024_08_28.csv,,,ignore
BIO BANANEN,2.59,401407169271,2024-08-28,2024_08_28.csv,"Banana, raw",,match
125GR MESCLUN,1.99,540011236383,2024-08-28,2024_08_28.csv,MESCLUN GOAT CHEESE SALAD,125.0,match
100GR JERUSAPOUSS,1.19,540011236373,2024-08-28,2024_08_28.csv,,,ignore
CHOU POINTU HACHE,1.99,540011957083,2024-08-28,2024_08_28.csv,,,ignore
CHOUX CHINOIS,2.69,540011230610,2024-08-28,2024_08_28.csv,"Cabbage, Chinese, raw",,match
COURGETTES,2.27,540011230610,2024-08-28,2024_08_28.csv,"Squash, zucchini, raw",,match
CAMP FROM FR ENT,4.45,871280000060,2024-08-28,2024_08_28.csv,,,ignore
COEUR DOUX LIT GEM,2.29,540011957562,2024-08-28,2024_08_28.csv,,,ignore
KIWI JAUNE,5.99,540011957573,2024-08-28,2024_08_28.csv,"Kiwifruit, green, raw",,match
RHIZIN MUS 500G,2.49,540011957556,2024-08-28,2024_08_28.csv,,,ignore
CARLS BEURRE FT D,4.49,541115603113,2024-08-28,2024_08_28.csv,"BUTTER, SALTED",,match
MILKA CHOCO SUPREM,3.19,762230029250,2024-08-28,2024_08_28.csv,MILKA CHOCOLATE,,match
MINIQUES 500GR,6.49,540011555739,2024-08-28,2024_08_28.csv,,,ignore
VLINDERS,1.1,580,2024-08-28,2024_08_28.csv,,,ignore
6PC POMME PINK LAD,3.99,370047661163,2024-08-31,2024_08_31.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
6PC POMME PINK LAD,3.99,370047661163,2024-08-31,2024_08_31.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
CITRON VERT 500G,2.69,540011958445,2024-08-31,2024_08_31.csv,"Lime, raw",500.0,match
TORTELLONI BASILI,2.49,540011955533,2024-08-31,2024_08_31.csv,TORTELLONI,,match
TORTELLONI BASILI,2.49,540011955533,2024-08-31,2024_08_31.csv,TORTELLONI,,match
PROSC CRUDO ITALIA,8.89,801944000292,2024-08-31,2024_08_31.csv,PROSCIUTTO CRUDO,,match
CHICKEN NUGGETS,5.99,501051100054,2024-08-31,2024_08_31.csv,CHICKEN NUGGETS,,match
PICCOLINI PENNE,2.55,807680952158,2024-08-31,2024_08_31.csv,PENNE,,match
PICCOLINI PENNE,2.55,807680952158,2024-08-31,2024_08_31.csv,PENNE,,match
PICCOLINI PENNE,2.55,807680952158,2024-08-31,2024_08_31.csv,PENNE,,match
325G PAT CAC CREME,2.49,360858012541,2024-08-31,2024_08_31.csv,"CREME BRULEE, CREME",325.0,match
400G DLI PATE NOIS,2.55,540011136949,2024-08-31,2024_08_31.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
D4L SG BRAZIL,4.15,540011951766,2024-08-31,2024_08_31.csv,"Nuts, brazilnuts, dried, unblanched",,match
NECTARINE JAUNE,3.89,2958,2024-08-31,2024_08_31.csv,"TOPS, NECTARINE HALVES",,match
250G LAVAZZA ROMA,5.99,800007002255,2024-08-31,2024_08_31.csv,"ROMA DICED TOMATOES, ROMA",250.0,match
250G LAVAZZA ROMA,5.99,800007002255,2024-08-31,2024_08_31.csv,"ROMA DICED TOMATOES, ROMA",250.0,match
BIO BANANEN,2.55,401407196271,2024-08-31,2024_08_31.csv,"Banana, raw",,match
DLC TRESOR MILK,2.49,505084454241,2024-08-31,2024_08_31.csv,MILK,,match
250G DLI TORT RIC,2.49,540011957532,2024-08-31,2024_08_31.csv,ENRICHED RIC,250.0,match
250G DLI TORT RIC,2.49,540011957532,2024-08-31,2024_08_31.csv,ENRICHED RIC,250.0,match
SAIL SURIMI-CRABE,2.99,540012279990,2024-08-31,2024_08_31.csv,"Crab, cake",,match
TOM BELG GRAPP,2.29,2523,2024-08-31,2024_08_31.csv,Tom Collins,,match
SPAGHETTI 500G,3.85,800603110029,2024-08-31,2024_08_31.csv,SPAGHETTI,500.0,match
AVOCAT,7.25,540011955624,2024-08-31,2024_08_31.csv,"Avocados, raw, all commercial varieties",,match
MANGUE,2.19,540011954346,2024-08-31,2024_08_31.csv,MANGO,,match
MANGUE,2.19,540011954346,2024-08-31,2024_08_31.csv,MANGO,,match
UL DOUX SH CAMIL,3.69,3600542260568,2024-09-28,2024_09_28.csv,,,ignore
364ML DOUX REM MERV,7.79,3600542290590,2024-09-28,2024_09_28.csv,,,ignore
RAISIN MIX 500G,4.99,5400111959756,2024-09-28,2024_09_28.csv,RAISIN NUT PARTY MIX,500.0,match
HOUMOUS,2.49,5400121386842,2024-09-28,2024_09_28.csv,HUMMUS,,match
HOUMOUS,2.49,5400121386842,2024-09-28,2024_09_28.csv,HUMMUS,,match
500GR L RIS GRAI,1.79,5400141263283,2024-09-28,2024_09_28.csv,,,ignore
500GR L RIS GRAI,1.79,5400141263283,2024-09-28,2024_09_28.csv,,,ignore
250GR TOGRELLO TOM,2.49,5400157937577,2024-09-28,2024_09_28.csv,"TOM TOM SAUCE, TOM TOM",250.0,match
250GR TOGRELLO TOM,2.49,5400157937577,2024-09-28,2024_09_28.csv,"TOM TOM SAUCE, TOM TOM",250.0,match
EXCELLENCE 70,2.39,3046920021800,2024-09-28,2024_09_28.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
EXCELLENCE 70,2.39,3046920021800,2024-09-28,2024_09_28.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
OEUFS FRAIS BIO 12PC,6.19,5410938108534,2024-09-28,2024_09_28.csv,"Egg, whole, raw, fresh",,match
AVOCAT,4.35,5400111956924,2024-09-28,2024_09_28.csv,"Avocados, raw, all commercial varieties",,match
125GR MESCLUN,2.39,5400141263283,2024-09-28,2024_09_28.csv,MESCLUN GOAT CHEESE SALAD,125.0,match
125GR MESCLUN,2.39,5400141263283,2024-09-28,2024_09_28.csv,MESCLUN GOAT CHEESE SALAD,125.0,match
LINDET EXCELLENCE,2.39,3046920021831,2024-09-28,2024_09_28.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
LINDET EXCELLENCE,2.39,3046920021831,2024-09-28,2024_09_28.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
MOZZARELLA MAXI,2.89,3046920021831,2024-09-28,2024_09_28.csv,MOZZARELLA,,match
SHEZZA PATE PIZZA,1.99,3154230005060,2024-09-28,2024_09_28.csv,"Pate, liver, not specified, canned",,match
SHEZZA PATE PIZZA,1.99,3154230005060,2024-09-28,2024_09_28.csv,"Pate, liver, not specified, canned",,match
DANONE ACT FRAISES,2.49,5410146411777,2024-09-28,2024_09_28.csv,"Strawberries, raw",,match
DANONE ACT FRAISES,2.49,5410146411777,2024-09-28,2024_09_28.csv,"Strawberries, raw",,match
ULTRA DOUX SH MERV,3.29,3600542448197,2024-09-28,2024_09_28.csv,,,ignore
MOZZARELLA MAXI,2.89,8000433185124,2024-09-28,2024_09_28.csv,MOZZARELLA,,match
CAME FROM FR ENT,3.99,8718300000000,2024-09-28,2024_09_28.csv,,,ignore
DELTO VEG CHIC CUR,2.99,5411188113554,2024-09-28,2024_09_28.csv,,,ignore
DELTO VEG CHIC CUR,2.99,5411188113554,2024-09-28,2024_09_28.csv,,,ignore
COCIGRETTES,1.79,202160,2024-09-28,2024_09_28.csv,,,ignore
AVOCAT,4.35,5400111956924,2024-09-28,2024_09_28.csv,"Avocados, raw, all commercial varieties",,match
HACHIS,7.2,2047270000000,2024-09-28,2024_09_28.csv,GROUND BEEF,,match
HACHIS,7.2,2047270000000,2024-09-28,2024_09_28.csv,GROUND BEEF,,match
FILET PUR DE PORC,5.47,2040740000005,2024-09-28,2024_09_28.csv,PORK LOIN FILET,,match
FILET PUR DE PORC,7.85,2040740000005,2024-09-28,2024_09_28.csv,PORK LOIN FILET,,match
HACHIS PORC-VEAU,5.66,2040845005660,2024-10-13,2024_10_13.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,5.06,2040848005063,2024-10-13,2024_10_13.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,5.41,2040845005417,2024-10-13,2024_10_13.csv,"VEAL DUMPLINGS, VEAL",,match
400G PATE NOIS CRU,3.49,0450031907142,2024-10-13,2024_10_13.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
MERGELSTOKS.GROO,2.05,541068380851,2024-10-13,2024_10_13.csv,,,ignore
BIO CAROTTES,2.39,540011239500,2024-10-13,2024_10_13.csv,"Carrot, dehydrated",,match
6PC POMME PINK LAD,3.99,370047661163,2024-10-13,2024_10_13.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
6PC POMME PINK LAD,3.99,541068380851,2024-10-13,2024_10_13.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
HET TRAGSTE BROOD,4.4,543000017739,2024-10-13,2024_10_13.csv,,,ignore
HET TRAGSTE BROOD,4.4,543000017739,2024-10-13,2024_10_13.csv,,,ignore
750G POMMES NOISET,5.45,541068380851,2024-10-13,2024_10_13.csv,APPLE POMMES,750.0,match
750G POMMES NOISET,5.45,541068380851,2024-10-13,2024_10_13.csv,APPLE POMMES,750.0,match
750G PUREE BELGE,5.39,542503620004,2024-10-13,2024_10_13.csv,PUREE,750.0,match
125GR MESCLUN,1.99,540011236283,2024-10-13,2024_10_13.csv,MESCLUN GOAT CHEESE SALAD,125.0,match
6PC PUREE BELGE,5.39,542503620004,2024-10-13,2024_10_13.csv,PUREE,,match
DLL OEUFFS BIO MIX,2.95,540011210790,2024-10-13,2024_10_13.csv,EGGS,,match
375G XTRA CHO NOIR,3.69,505931902246,2024-10-13,2024_10_13.csv,"CHOCOLATE, DARK CHOCOLATE HAZELNUT TRUFFLE",375.0,match
6PC POMME PINK LAD,3.99,541068380851,2024-10-13,2024_10_13.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
6PC POMME PINK LAD,3.99,541068380851,2024-10-13,2024_10_13.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
BIO HOUMOUS 200G,2.99,540011234720,2024-10-13,2024_10_13.csv,"Hummus, commercial",200.0,match
BIO HOUMOUS 200G,2.99,540011234720,2024-10-13,2024_10_13.csv,"Hummus, commercial",200.0,match
SOMA MULTIGRAIN 40,2.49,871089902039,2024-10-13,2024_10_13.csv,MULTIGRAIN,,match
TOM BELG GRAPP,2.69,541068380851,2024-10-13,2024_10_13.csv,Tom Collins,,match
ROMB CACHET DOR G,9.35,541017300056,2024-10-29,2024_10_29_b.csv,,,ignore
500G ROMB DESSERT,9.85,541017300062,2024-10-29,2024_10_29_b.csv,DESSERT,500.0,match
ROMB CACHET DOR G,9.35,541017300056,2024-10-29,2024_10_29_b.csv,,,ignore
ROMB CACHET DOR G,9.35,541017300056,2024-10-29,2024_10_29_b.csv,,,ignore
500G ROMB DESSERT,9.85,541017300062,2024-10-29,2024_10_29_b.csv,DESSERT,500.0,match
TRAITEUR,4.45,0500000004445,2024-10-31,2024_10_31.csv,,,ignore
HACHIS PORC-VEAU,5.66,2040845005560,2024-10-31,2024_10_31.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,5.16,2040845005161,2024-10-31,2024_10_31.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,4.81,2040845004813,2024-10-31,2024_10_31.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,9.77,2040844009775,2024-10-31,2024_10_31.csv,"VEAL DUMPLINGS, VEAL",,match
BIO HOUMOUS 200G,2.99,5400112347270,2024-10-31,2024_10_31.csv,"Hummus, commercial",200.0,match
OLIVE DENOYA 130G,2.59,5400115957834,2024-10-31,2024_10_31.csv,"OLIVE BRUSCHETTA, OLIVE",130.0,match
VINIGRE VIN BLANC,1.69,5400111007211,2024-11-03,2024_11_03.csv,"WHITE VINEGAR, WHITE",,match
HACHIS BOUEF/PORC,3.54,2408057003531,2024-11-03,2024_11_03.csv,GROUND BEEF,,match
HACHIS BOUEF/PORC,4.94,2408053109742,2024-11-03,2024_11_03.csv,GROUND BEEF,,match
TRAITEUR,2.84,5000000284949,2024-11-03,2024_11_03.csv,,,ignore
ROSBIF,21.34,2408076213437,2024-11-03,2024_11_03.csv,"SLOW ROASTED BEEF, SLOW ROASTED",,match
HACHIS BOUEF/PORC,3.54,2408057003531,2024-11-03,2024_11_03.csv,GROUND BEEF,,match
HACHIS BOUEF/PORC,4.94,2408053109742,2024-11-03,2024_11_03.csv,GROUND BEEF,,match
1 PATRON BUTTERNUT,2.11,5400112307022,2024-11-03,2024_11_03.csv,"BUTTERNUT SQUASH, BUTTERNUT",,match
CAROTTES 500GR,1.59,5400112307022,2024-11-03,2024_11_03.csv,"Carrot, dehydrated",500.0,match
BRUIN STOETBROOD KLEI,1.75,5410683008583,2024-11-03,2024_11_03.csv,,,ignore
EXCELLENCE 70%,2.29,3046920028020,2024-11-03,2024_11_03.csv,"LINDT, 70% COCOA SMOOTH DARK EXCELLENCE BAR",,match
EXCELLENCE 70%,2.29,3046920028020,2024-11-03,2024_11_03.csv,"LINDT, 70% COCOA SMOOTH DARK EXCELLENCE BAR",,match
DEL JAM CUT DEGR,2.89,5400115959270,2024-11-03,2024_11_03.csv,JAM,,match
HACHIS BOUEF/PORC,3.54,2408057003531,2024-11-03,2024_11_03.csv,GROUND BEEF,,match
DEL JAM CUT DEGR,2.89,5400115959270,2024-11-03,2024_11_03.csv,JAM,,match
FARBEL ENTIER,1.66,5425207802016,2024-11-03,2024_11_03.csv,,,ignore
OEUFS COQUUES,1.45,5410496000446,2024-11-03,2024_11_03.csv,"Egg, whole, raw, fresh",,match
MOZZARELLA 125GR,1.45,8000433131033,2024-11-03,2024_11_03.csv,MOZZARELLA,125.0,match
MOZZARELLA 125GR,1.45,8000433131033,2024-11-03,2024_11_03.csv,MOZZARELLA,125.0,match
MOZZARELLA 125GR,1.45,8000433131033,2024-11-03,2024_11_03.csv,MOZZARELLA,125.0,match
BOURSIN POIVRE,3.79,3175460000000,2024-11-03,2024_11_03.csv,"Breadsticks, soft, NFS",,match
15 DREFT ADM PLAT,8.29,870021626741,2024-11-03,2024_11_03.csv,,,ignore
AVOCAT,7.25,5400115956924,2024-11-03,2024_11_03.csv,"Avocados, raw, all commercial varieties",,match
MANGUE,2.19,5400115956924,2024-11-03,2024_11_03.csv,MANGO,,match
MANGUE,2.19,5400115956924,2024-11-03,2024_11_03.csv,MANGO,,match
BIO BANANEN,2.59,4014070021729,2024-11-03,2024_11_03.csv,"Banana, raw",,match
"CLEMENTINES A FEUT 1,105 KG",4.19,5412233292123,2024-11-03,2024_11_03.csv,"Clementines, raw",1105.0,match
RAVIOLI RIC&SPIN,3.89,8000100211001,2024-11-03,2024_11_03.csv,RAVIOLI,,match
RAVIOLI RIC&SPIN,3.89,8000100211001,2024-11-03,2024_11_03.csv,RAVIOLI,,match
1.5KG SINASAPPEL PA,5.7,540010114850,2024-11-08,2024_11_08.csv,,,ignore
CARLSB CREME ENT A,6.49,5433603975,2024-11-08,2024_11_08.csv,,,ignore
BAGUETTE BEAU,2.49,542500984700,2024-11-08,2024_11_08.csv,BAGUETTE,,match
KIWI SUNGOLD XL,5.99,540011957673,2024-11-08,2024_11_08.csv,"Kiwifruit, ZESPRI SunGold, raw",,match
6PC POMME PINK LAD,3.99,541147400141,2024-11-08,2024_11_08.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
MANGUE,2.19,540011954346,2024-11-08,2024_11_08.csv,MANGO,,match
FRUIT & LEGUMES,1.65,2043564004020,2024-11-08,2024_11_08.csv,,,ignore
CARPACCIO,4.02,204356,2024-11-08,2024_11_08.csv,"BRESAOLA DRY-CURED BEEF, BRESAOLA",,match
CARPACCIO,4.11,204356,2024-11-08,2024_11_08.csv,"BRESAOLA DRY-CURED BEEF, BRESAOLA",,match
CARPACCIO,4.11,204356,2024-11-08,2024_11_08.csv,"BRESAOLA DRY-CURED BEEF, BRESAOLA",,match
D365 CREME 20 CL,0.81,540060173433,2024-11-08,2024_11_08.csv,"Cream, fluid, heavy whipping",200.0,match
CLEMENTINES A FEUI,6.31,"1,505 Kg x 4,19/ Kg",2024-11-08,2024_11_08.csv,"Clementines, raw",,match
TOM BELG GRAPP,5.35,"1,095 Kg x 4,89/ Kg",2024-11-08,2024_11_08.csv,Tom Collins,,match
AVOCAT,1.45,540011956924,2024-11-08,2024_11_08.csv,"Avocados, raw, all commercial varieties",,match
